ip,domain,archive,comms
212.4.17.53,newsresolution.net,https://web.archive.org/web/20101229193800/http://newsresolution.net/,https://web.archive.org/web/20101229194102/http://newsresolution.net/bulletin.jar
212.4.17.56,lesummumdelafinance.com,https://web.archive.org/web/20100514032916/http://lesummumdelafinance.com/,https://web.archive.org/web/20100514033238/http://lesummumdelafinance.com/finance.jar
212.4.17.122,b2bworldglobal.com,https://web.archive.org/web/20110201150849/http://b2bworldglobal.com/,https://web.archive.org/web/20110201150849/https://global.b2bworldglobal.com/cgi-bin/information.cgi
212.4.18.14,football-enthusiast.com,https://web.archive.org/web/20110208004807/http://football-enthusiast.com/,https://web.archive.org/web/20110208004818/http://football-enthusiast.com/img.js
212.4.18.129,sightseeingnews.com,https://web.archive.org/web/20100425054804/http://www.sightseeingnews.com/,https://web.archive.org/web/20110202094530/http://sightseeingnews.com/testbandwidth.jar
212.4.18.133,fgnl.net,https://web.archive.org/web/20110106041020/http://fgnl.net/,https://web.archive.org/web/20110106041020/https://global.fgnl.net/cgi-bin/index.cgi
212.209.74.105,globalbaseballnews.com,https://web.archive.org/web/20110129004926/http://globalbaseballnews.com/,https://web.archive.org/web/20110129005017/http://globalbaseballnews.com/baseball.js
212.209.74.125,avoilurefixe.com,https://web.archive.org/web/20110129003724/http://avoilurefixe.com/,https://web.archive.org/web/20130820134721*/http://avoilurefixe.com/aircraft.jar
212.209.79.40,hydradraco.com,https://web.archive.org/web/20110201232641/http://www.hydradraco.com/,https://web.archive.org/web/20110205175600*/http://www.hydradraco.com/Acc.jar
212.209.79.47,willtoworship.com,https://web.archive.org/web/20110208022209/http://willtoworship.com/,https://web.archive.org/web/20110208022458/http://willtoworship.com/slideshow.jar
212.209.79.51,pi-resources.net,https://web.archive.org/web/20101229210704/http://pi-resources.net/,https://web.archive.org/web/20101229210817/http://pi-resources.net/library.js
212.209.79.58,tech-love-home.com,https://web.archive.org/web/20110201205421/http://tech-love-home.com/,https://web.archive.org/web/20110201205505js_/http://tech-love-home.com/ads.js
212.209.90.82,middleeastjournal.net,https://web.archive.org/web/20101229174821/http://middleeastjournal.net/,https://web.archive.org/web/20101229175017js_/http://middleeastjournal.net/dynamic.js
212.209.90.84,thenewseditor.com,https://web.archive.org/web/20110202221253/http://thenewseditor.com/,https://web.archive.org/web/20110202221435/http://thenewseditor.com/jobs.jar
212.209.90.87,newsandweathersource.com,https://web.archive.org/web/20091212105838/http://www.newsandweathersource.com/,https://web.archive.org/web/20110208063333/http://newsandweathersource.com/news.jar
212.209.90.89,pakisports.com,https://web.archive.org/web/20100327094021/http://pakisports.com/,https://web.archive.org/web/20110203103200/http://pakisports.com/pakisports.swf
212.209.90.92,amishkanews.com,https://web.archive.org/web/20110208032707/http://amishkanews.com/,https://web.archive.org/web/20110208032713/http://amishkanews.com/amishkanewss.js
212.209.90.94,eurosportssummary.com,https://web.archive.org/web/20110201194602/http://eurosportssummary.com/,https://web.archive.org/web/20110201194913/http://eurosportssummary.com/sports.jar
219.90.62.229,information-junky.com,https://web.archive.org/web/20110201155443/http://information-junky.com/,https://web.archive.org/web/20110201160020/http://information-junky.com/infoweather.jar
219.90.62.231,todosperuahora.com,https://web.archive.org/web/20110207112452/http://todosperuahora.com/,https://web.archive.org/web/20110207112452/https://miembros.todosperuahora.com/cgi-bin/business.cgi
219.90.62.233,theworld-news.net,https://web.archive.org/web/20101226182928/http://theworld-news.net/,https://web.archive.org/web/20101226182928/https://secure.theworld-news.net/cgi-bin/news.cgi
219.90.62.234,recuerdosdeviajeonline.com,https://web.archive.org/web/20110202124633/http://recuerdosdeviajeonline.com/,https://web.archive.org/web/20110202125023/http://recuerdosdeviajeonline.com/recuerdosdeviajeonline.swf
219.90.62.237,elcorreodenoticias.com,https://web.archive.org/web/20110128085335/http://elcorreodenoticias.com/,https://web.archive.org/web/20110128085530/http://elcorreodenoticias.com/notices.jar
219.90.62.237,ride-captain.com,https://web.archive.org/web/20110208140240/http://ride-captain.com/,https://web.archive.org/web/20110208140405/http://ride-captain.com/model.jar
219.90.62.238,freshtechonline.com,https://web.archive.org/web/20110207161832/http://freshtechonline.com/,https://web.archive.org/web/20110207161832/https://secure.freshtechonline.com/cgi-bin/tech.cgi
219.90.62.243,fitness-dawg.com,https://web.archive.org/web/20110207104044/http://fitness-dawg.com/,https://web.archive.org/web/20110207104457/http://fitness-dawg.com/Routines.jar
219.90.62.244,easytraveleurope.com,https://web.archive.org/web/20120218052121/http://www.easytraveleurope.com/,https://web.archive.org/web/20110207173731/http://easytraveleurope.com/TravelApp.jar
219.90.62.245,world-news-now.net,https://web.archive.org/web/20110107091601/http://world-news-now.net/,https://web.archive.org/web/20110107091609/http://world-news-now.net/bwmeter.jar
219.90.62.246,negativeaperture.com,https://web.archive.org/web/20110207202401/http://negativeaperture.com/,https://web.archive.org/web/20110207202401/https://secure.negativeaperture.com/cgi-bin/canon.cgi
219.90.62.247,conquermstoday.com,https://web.archive.org/web/20110207220642/http://conquermstoday.com/,
